15360000	16630000	1.6333857
15830000	17370000	1.6135093
15560000	15820000	1.6119237
15560000	15750000	1.5689843
15180000	15530000	1.5340949
15470000	15570000	1.5116798
15770000	15830000	1.5081434
15370000	15430000	1.4910152
15510000	15770000	1.487564
15820000	16460000	1.4826963
15770000	16920000	1.4797084
15750000	16460000	1.4431994
15380000	15620000	1.3754052
16630000	17400000	1.349787
15530000	15830000	1.3489734
15620000	15770000	1.3437175
15070000	15530000	1.3082128
15190000	15470000	1.2812098
15470000	15530000	1.281032
15070000	15460000	1.2689886
15380000	16460000	1.2645713
15380000	15750000	1.2586254
15370000	15780000	1.2347982
15190000	15360000	1.226601
15070000	15430000	1.2254966
15470000	15560000	1.2182956
15190000	15560000	1.2015281
15510000	15820000	1.190189
15180000	15780000	1.1901451
15070000	15410000	1.1822032
15750000	15830000	1.174511
15370000	15830000	1.1331294
15470000	16460000	1.1206254
15750000	16630000	1.0986052
15360000	16460000	1.0728612
15180000	16920000	1.0715612
15430000	15570000	1.0473112
15180000	15450000	1.0324389
